"Sample","Abundance","Phenotype"
"T49_1_MSS",444770.1628,"MSS"
"T49_2_MSS",391900.623,"MSS"
"M42_1_PD",360328.5149,"PD"
"M42_2_PD",312555.1695,"PD"
"M43_1_PD",263067.8703,"PD"
"M43_2_PD",273313.0373,"PD"
"M64_1_PD",363559.9022,"PD"
"M64_2_PD",270579.0999,"PD"
"M1_1_MSS",7073.916681,"MSS"
"M1_2_MSS",6499.347029,"MSS"
"M5_1_MSS",10056.09654,"MSS"
"M5_2_MSS",13361.06049,"MSS"
"T49_1_MSS",17204.09657,"MSS"
"T49_2_MSS",23465.26596,"MSS"
"M42_1_PD",20845.27302,"PD"
"M42_2_PD",1944.696719,"PD"
"M43_1_PD",8934.34898,"PD"
"M43_2_PD",11271.77515,"PD"
"M64_1_PD",19140.29903,"PD"
"M64_2_PD",12392.3781,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",93.73382069,"MSS"
"M5_2_MSS",325.5369908,"MSS"
"T49_1_MSS",1616.926919,"MSS"
"T49_2_MSS",363.2801452,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",3546.806446,"PD"
"M43_2_PD",3240.308954,"PD"
"M64_1_PD",371.5225203,"PD"
"M64_2_PD",209.9197578,"PD"
"M1_1_MSS",368812.6297,"MSS"
"M1_2_MSS",304490.7632,"MSS"
"M5_1_MSS",150453.92,"MSS"
"M5_2_MSS",203554.5664,"MSS"
"T49_1_MSS",340902.4356,"MSS"
"T49_2_MSS",469988.3899,"MSS"
"M42_1_PD",146598.03,"PD"
"M42_2_PD",86376.61463,"PD"
"M43_1_PD",127313.2319,"PD"
"M43_2_PD",113696.1776,"PD"
"M64_1_PD",378717.5531,"PD"
"M64_2_PD",309695.3311,"PD"
"M1_1_MSS",4168.812722,"MSS"
"M1_2_MSS",8009.737869,"MSS"
"M5_1_MSS",5047.804515,"MSS"
"M5_2_MSS",8062.806959,"MSS"
"T49_1_MSS",13450.97862,"MSS"
"T49_2_MSS",6769.811632,"MSS"
"M42_1_PD",6463.403459,"PD"
"M42_2_PD",13171.7165,"PD"
"M43_1_PD",273.3740123,"PD"
"M43_2_PD",226.296101,"PD"
"M64_1_PD",8942.699295,"PD"
"M64_2_PD",4991.284473,"PD"
"M1_1_MSS",2096.757876,"MSS"
"M1_2_MSS",3659.63797,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",1471.323389,"MSS"
"T49_1_MSS",13212.97483,"MSS"
"T49_2_MSS",6797.486689,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",21349.10629,"PD"
"M43_2_PD",15987.40643,"PD"
"M64_1_PD",1811.470597,"PD"
"M64_2_PD",9936.200812,"PD"
"M1_1_MSS",40049.49816,"MSS"
"M1_2_MSS",35877.03473,"MSS"
"M5_1_MSS",39587.5128,"MSS"
"M5_2_MSS",43578.22017,"MSS"
"T49_1_MSS",30617.53748,"MSS"
"T49_2_MSS",19884.36171,"MSS"
"M42_1_PD",25984.91011,"PD"
"M42_2_PD",28733.05061,"PD"
"M43_1_PD",17300.94569,"PD"
"M43_2_PD",20223.3189,"PD"
"M64_1_PD",77812.11804,"PD"
"M64_2_PD",69898.70044,"PD"
"M1_1_MSS",22305.21147,"MSS"
"M1_2_MSS",22475.37744,"MSS"
"M5_1_MSS",81513.21928,"MSS"
"M5_2_MSS",53013.04477,"MSS"
"T49_1_MSS",38639.11246,"MSS"
"T49_2_MSS",41617.63529,"MSS"
"M42_1_PD",2507.776552,"PD"
"M42_2_PD",8614.631718,"PD"
"M43_1_PD",126375.7782,"PD"
"M43_2_PD",136605.0266,"PD"
"M64_1_PD",22132.08715,"PD"
"M64_2_PD",17095.55506,"PD"
"M1_1_MSS",630.6114807,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",935.6843616,"MSS"
"M5_2_MSS",4809.546893,"MSS"
"T49_1_MSS",1220.540621,"MSS"
"T49_2_MSS",819.5863299,"MSS"
"M42_1_PD",6396.422056,"PD"
"M42_2_PD",7306.612902,"PD"
"M43_1_PD",13880.28579,"PD"
"M43_2_PD",11120.38126,"PD"
"M64_1_PD",1609.997292,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",125493.874,"MSS"
"M1_2_MSS",99475.71922,"MSS"
"M5_1_MSS",64581.90574,"MSS"
"M5_2_MSS",85138.57147,"MSS"
"T49_1_MSS",80502.59414,"MSS"
"T49_2_MSS",75813.75217,"MSS"
"M42_1_PD",33697.74613,"PD"
"M42_2_PD",29447.62631,"PD"
"M43_1_PD",50578.10605,"PD"
"M43_2_PD",26219.52643,"PD"
"M64_1_PD",82099.7806,"PD"
"M64_2_PD",51255.86396,"PD"
"M1_1_MSS",96978.04353,"MSS"
"M1_2_MSS",123742.9388,"MSS"
"M5_1_MSS",129741.2748,"MSS"
"M5_2_MSS",143469.4281,"MSS"
"T49_1_MSS",48999.19524,"MSS"
"T49_2_MSS",192438.2533,"MSS"
"M42_1_PD",52529.24924,"PD"
"M42_2_PD",48262.73294,"PD"
"M43_1_PD",2199.78892,"PD"
"M43_2_PD",3552.715188,"PD"
"M64_1_PD",157030.4834,"PD"
"M64_2_PD",171951.1272,"PD"
"M1_1_MSS",251435.4722,"MSS"
"M1_2_MSS",266082.7197,"MSS"
"M5_1_MSS",61271.73452,"MSS"
"M5_2_MSS",94542.24174,"MSS"
"T49_1_MSS",160526.1595,"MSS"
"T49_2_MSS",123737,"MSS"
"M42_1_PD",59817.31768,"PD"
"M42_2_PD",49085.45352,"PD"
"M43_1_PD",120211.7373,"PD"
"M43_2_PD",119105.3152,"PD"
"M64_1_PD",185601.3727,"PD"
"M64_2_PD",126433.5641,"PD"
"M1_1_MSS",33624.8435,"MSS"
"M1_2_MSS",17389.89939,"MSS"
"M5_1_MSS",38471.81366,"MSS"
"M5_2_MSS",92274.96985,"MSS"
"T49_1_MSS",95397.25557,"MSS"
"T49_2_MSS",65013.65894,"MSS"
"M42_1_PD",155690.7198,"PD"
"M42_2_PD",123506.3215,"PD"
"M43_1_PD",251695.2899,"PD"
"M43_2_PD",255553.0139,"PD"
"M64_1_PD",153189.9796,"PD"
"M64_2_PD",190143.2839,"PD"
"M1_1_MSS",10121.54073,"MSS"
"M1_2_MSS",18704.63757,"MSS"
"M5_1_MSS",9214.815638,"MSS"
"M5_2_MSS",34064.31742,"MSS"
"T49_1_MSS",18028.71797,"MSS"
"T49_2_MSS",26927.18836,"MSS"
"M42_1_PD",13767.03426,"PD"
"M42_2_PD",11165.03935,"PD"
"M43_1_PD",63046.59054,"PD"
"M43_2_PD",71101.98397,"PD"
"M64_1_PD",14784.4129,"PD"
"M64_2_PD",34514.68865,"PD"
"M1_1_MSS",3556.609352,"MSS"
"M1_2_MSS",1724.717196,"MSS"
"M5_1_MSS",6406.471098,"MSS"
"M5_2_MSS",8099.047131,"MSS"
"T49_1_MSS",1967.951583,"MSS"
"T49_2_MSS",3300.582203,"MSS"
"M42_1_PD",1362.223389,"PD"
"M42_2_PD",1693.063426,"PD"
"M43_1_PD",72688.01856,"PD"
"M43_2_PD",60146.23572,"PD"
"M64_1_PD",6950.409678,"PD"
"M64_2_PD",10018.56414,"PD"
"M1_1_MSS",100582.6019,"MSS"
"M1_2_MSS",51838.5288,"MSS"
"M5_1_MSS",43010.9188,"MSS"
"M5_2_MSS",50387.18547,"MSS"
"T49_1_MSS",58414.02332,"MSS"
"T49_2_MSS",48984.90586,"MSS"
"M42_1_PD",34017.05115,"PD"
"M42_2_PD",32590.07564,"PD"
"M43_1_PD",107638.0117,"PD"
"M43_2_PD",105016.3083,"PD"
"M64_1_PD",23034.73588,"PD"
"M64_2_PD",44272.5306,"PD"
"M1_1_MSS",16376.73714,"MSS"
"M1_2_MSS",28388.26287,"MSS"
"M5_1_MSS",19949.81115,"MSS"
"M5_2_MSS",26525.39702,"MSS"
"T49_1_MSS",24300.21925,"MSS"
"T49_2_MSS",20937.70553,"MSS"
"M42_1_PD",9382.095008,"PD"
"M42_2_PD",2894.337315,"PD"
"M43_1_PD",71359.1042,"PD"
"M43_2_PD",93386.44707,"PD"
"M64_1_PD",31842.00733,"PD"
"M64_2_PD",12945.43807,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",17027.7928,"PD"
"M43_2_PD",16159.46936,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",62693.12458,"MSS"
"M1_2_MSS",62963.63005,"MSS"
"M5_1_MSS",4751.32834,"MSS"
"M5_2_MSS",28689.37213,"MSS"
"T49_1_MSS",64617.44478,"MSS"
"T49_2_MSS",56234.77602,"MSS"
"M42_1_PD",23626.22429,"PD"
"M42_2_PD",28370.8152,"PD"
"M43_1_PD",55534.66829,"PD"
"M43_2_PD",48351.88749,"PD"
"M64_1_PD",35590.50179,"PD"
"M64_2_PD",19005.05,"PD"
"M1_1_MSS",11796.75471,"MSS"
"M1_2_MSS",9205.917126,"MSS"
"M5_1_MSS",5563.036301,"MSS"
"M5_2_MSS",13696.21706,"MSS"
"T49_1_MSS",62414.49241,"MSS"
"T49_2_MSS",36869.84657,"MSS"
"M42_1_PD",1848.303169,"PD"
"M42_2_PD",7260.587024,"PD"
"M43_1_PD",47159.46165,"PD"
"M43_2_PD",41732.04489,"PD"
"M64_1_PD",52372.34133,"PD"
"M64_2_PD",47023.98106,"PD"
"M1_1_MSS",2347378.167,"MSS"
"M1_2_MSS",2507433.646,"MSS"
"M5_1_MSS",1770794.612,"MSS"
"M5_2_MSS",2621953.873,"MSS"
"T49_1_MSS",4498437.056,"MSS"
"T49_2_MSS",3432513.8,"MSS"
"M42_1_PD",2555961.392,"PD"
"M42_2_PD",2315175.404,"PD"
"M43_1_PD",4414422.776,"PD"
"M43_2_PD",3930640.902,"PD"
"M64_1_PD",4206351.292,"PD"
"M64_2_PD",3186692.008,"PD"
"M1_1_MSS",61553.28728,"MSS"
"M1_2_MSS",80301.31781,"MSS"
"M5_1_MSS",39894.47131,"MSS"
"M5_2_MSS",59168.96689,"MSS"
"T49_1_MSS",129283.1397,"MSS"
"T49_2_MSS",84067.98789,"MSS"
"M42_1_PD",50991.44294,"PD"
"M42_2_PD",69525.14278,"PD"
"M43_1_PD",60723.90174,"PD"
"M43_2_PD",51550.07433,"PD"
"M64_1_PD",59419.48844,"PD"
"M64_2_PD",52266.26922,"PD"
"M1_1_MSS",25592.22386,"MSS"
"M1_2_MSS",19296.57678,"MSS"
"M5_1_MSS",3722.604978,"MSS"
"M5_2_MSS",5098.093501,"MSS"
"T49_1_MSS",3220.945802,"MSS"
"T49_2_MSS",5429.769615,"MSS"
"M42_1_PD",1552.064297,"PD"
"M42_2_PD",7626.356459,"PD"
"M43_1_PD",70313.04795,"PD"
"M43_2_PD",60390.35958,"PD"
"M64_1_PD",9175.16796,"PD"
"M64_2_PD",10963.3221,"PD"
"M1_1_MSS",44113.28462,"MSS"
"M1_2_MSS",28278.29046,"MSS"
"M5_1_MSS",28744.66583,"MSS"
"M5_2_MSS",45035.23968,"MSS"
"T49_1_MSS",9345.576235,"MSS"
"T49_2_MSS",15781.81482,"MSS"
"M42_1_PD",4214.969548,"PD"
"M42_2_PD",4220.699222,"PD"
"M43_1_PD",121198.352,"PD"
"M43_2_PD",123089.5538,"PD"
"M64_1_PD",33490.9975,"PD"
"M64_2_PD",38539.22454,"PD"
"M1_1_MSS",54682.8235,"MSS"
"M1_2_MSS",42587.97114,"MSS"
"M5_1_MSS",102624.0247,"MSS"
"M5_2_MSS",85222.13024,"MSS"
"T49_1_MSS",106527.3556,"MSS"
"T49_2_MSS",110758.072,"MSS"
"M42_1_PD",55300.06041,"PD"
"M42_2_PD",38826.73754,"PD"
"M43_1_PD",595199.6231,"PD"
"M43_2_PD",543430.1926,"PD"
"M64_1_PD",98776.20206,"PD"
"M64_2_PD",127929.1142,"PD"
"M1_1_MSS",28842.16718,"MSS"
"M1_2_MSS",19920.77744,"MSS"
"M5_1_MSS",28263.31725,"MSS"
"M5_2_MSS",34508.69884,"MSS"
"T49_1_MSS",96843.64732,"MSS"
"T49_2_MSS",83621.27067,"MSS"
"M42_1_PD",16828.28986,"PD"
"M42_2_PD",8923.348299,"PD"
"M43_1_PD",110582.6654,"PD"
"M43_2_PD",101539.206,"PD"
"M64_1_PD",81200.60261,"PD"
"M64_2_PD",57799.01964,"PD"
"M1_1_MSS",3613.650953,"MSS"
"M1_2_MSS",11124.00708,"MSS"
"M5_1_MSS",2854.561612,"MSS"
"M5_2_MSS",3141.020997,"MSS"
"T49_1_MSS",16290.05438,"MSS"
"T49_2_MSS",8503.481259,"MSS"
"M42_1_PD",7640.729451,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",38853.5265,"PD"
"M43_2_PD",36545.3165,"PD"
"M64_1_PD",12017.46781,"PD"
"M64_2_PD",14655.7946,"PD"
"M1_1_MSS",17959.89246,"MSS"
"M1_2_MSS",13095.73373,"MSS"
"M5_1_MSS",4611.112978,"MSS"
"M5_2_MSS",17553.9808,"MSS"
"T49_1_MSS",119520.7916,"MSS"
"T49_2_MSS",73461.53244,"MSS"
"M42_1_PD",73331.81542,"PD"
"M42_2_PD",55586.34507,"PD"
"M43_1_PD",38279.8866,"PD"
"M43_2_PD",39292.41565,"PD"
"M64_1_PD",106660.1558,"PD"
"M64_2_PD",82201.69574,"PD"
"M1_1_MSS",30275.23821,"MSS"
"M1_2_MSS",33749.73896,"MSS"
"M5_1_MSS",2245.868579,"MSS"
"M5_2_MSS",23805.33146,"MSS"
"T49_1_MSS",48214.32274,"MSS"
"T49_2_MSS",44728.70107,"MSS"
"M42_1_PD",13215.40314,"PD"
"M42_2_PD",25865.17741,"PD"
"M43_1_PD",85515.90457,"PD"
"M43_2_PD",90625.83799,"PD"
"M64_1_PD",49665.03905,"PD"
"M64_2_PD",29698.59908,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",2866.713221,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",3108.973217,"PD"
"M43_1_PD",5637.858717,"PD"
"M43_2_PD",3889.718819,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",4324.741866,"PD"
"M43_2_PD",2746.916266,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",9242.128088,"PD"
"M43_2_PD",12623.62621,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",1673.475096,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",1226.459913,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",7494.796544,"PD"
"M43_2_PD",8012.892387,"PD"
"M64_1_PD",2595.673638,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",29574.27975,"MSS"
"M1_2_MSS",25503.84103,"MSS"
"M5_1_MSS",29261.76956,"MSS"
"M5_2_MSS",33405.38449,"MSS"
"T49_1_MSS",27977.60115,"MSS"
"T49_2_MSS",29153.90911,"MSS"
"M42_1_PD",15805.045,"PD"
"M42_2_PD",7690.224456,"PD"
"M43_1_PD",47311.47253,"PD"
"M43_2_PD",42409.01369,"PD"
"M64_1_PD",22632.23361,"PD"
"M64_2_PD",25810.13992,"PD"
"M1_1_MSS",367614.5542,"MSS"
"M1_2_MSS",274649.2331,"MSS"
"M5_1_MSS",181280.1197,"MSS"
"M5_2_MSS",235475.5707,"MSS"
"T49_1_MSS",392605.9596,"MSS"
"T49_2_MSS",161923.5954,"MSS"
"M42_1_PD",22673.85601,"PD"
"M42_2_PD",51945.60864,"PD"
"M43_1_PD",236052.2189,"PD"
"M43_2_PD",300389.0719,"PD"
"M64_1_PD",90266.25295,"PD"
"M64_2_PD",57207.16198,"PD"
"M1_1_MSS",675793.6493,"MSS"
"M1_2_MSS",781655.6562,"MSS"
"M5_1_MSS",1362847.339,"MSS"
"M5_2_MSS",2062616.111,"MSS"
"T49_1_MSS",1977201.519,"MSS"
"T49_2_MSS",938632.6063,"MSS"
"M42_1_PD",648428.4147,"PD"
"M42_2_PD",766177.9376,"PD"
"M43_1_PD",51908.39671,"PD"
"M43_2_PD",57881.94463,"PD"
"M64_1_PD",675987.372,"PD"
"M64_2_PD",510206.5018,"PD"
"M1_1_MSS",9832.132048,"MSS"
"M1_2_MSS",13833.82932,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",1109.516157,"MSS"
"T49_1_MSS",11259.91417,"MSS"
"T49_2_MSS",4633.534902,"MSS"
"M42_1_PD",3781.08171,"PD"
"M42_2_PD",4863.917652,"PD"
"M43_1_PD",19233.70598,"PD"
"M43_2_PD",16911.59958,"PD"
"M64_1_PD",5653.275999,"PD"
"M64_2_PD",8554.686167,"PD"
"M1_1_MSS",20357.0383,"MSS"
"M1_2_MSS",17071.57771,"MSS"
"M5_1_MSS",12832.00331,"MSS"
"M5_2_MSS",14840.29035,"MSS"
"T49_1_MSS",5376.645468,"MSS"
"T49_2_MSS",5560.329762,"MSS"
"M42_1_PD",3064.217906,"PD"
"M42_2_PD",1129.914678,"PD"
"M43_1_PD",198818.7123,"PD"
"M43_2_PD",167873.056,"PD"
"M64_1_PD",21675.138,"PD"
"M64_2_PD",25600.25317,"PD"
"M1_1_MSS",18155.18768,"MSS"
"M1_2_MSS",21205.84509,"MSS"
"M5_1_MSS",25166.18214,"MSS"
"M5_2_MSS",42315.83768,"MSS"
"T49_1_MSS",31046.26126,"MSS"
"T49_2_MSS",33900.53229,"MSS"
"M42_1_PD",38272.32803,"PD"
"M42_2_PD",35695.113,"PD"
"M43_1_PD",162429.6913,"PD"
"M43_2_PD",153190.7696,"PD"
"M64_1_PD",34978.22562,"PD"
"M64_2_PD",17265.83847,"PD"
"M1_1_MSS",2034.404627,"MSS"
"M1_2_MSS",6317.409053,"MSS"
"M5_1_MSS",36909.26931,"MSS"
"M5_2_MSS",58539.81766,"MSS"
"T49_1_MSS",60827.29361,"MSS"
"T49_2_MSS",44305.55223,"MSS"
"M42_1_PD",234894.0069,"PD"
"M42_2_PD",213155.3204,"PD"
"M43_1_PD",668.6340818,"PD"
"M43_2_PD",233.7207576,"PD"
"M64_1_PD",116473.454,"PD"
"M64_2_PD",73358.27024,"PD"
"M1_1_MSS",4623.78711,"MSS"
"M1_2_MSS",1471.108309,"MSS"
"M5_1_MSS",1278.684303,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",6637.988562,"MSS"
"T49_2_MSS",10529.12508,"MSS"
"M42_1_PD",10314.4719,"PD"
"M42_2_PD",13176.96097,"PD"
"M43_1_PD",165029.0589,"PD"
"M43_2_PD",158555.5292,"PD"
"M64_1_PD",9465.089354,"PD"
"M64_2_PD",15846.27858,"PD"
"M1_1_MSS",61687.9099,"MSS"
"M1_2_MSS",51441.72865,"MSS"
"M5_1_MSS",33694.73171,"MSS"
"M5_2_MSS",43632.40628,"MSS"
"T49_1_MSS",60537.28283,"MSS"
"T49_2_MSS",37603.74066,"MSS"
"M42_1_PD",139682.2916,"PD"
"M42_2_PD",80492.93614,"PD"
"M43_1_PD",185509.1114,"PD"
"M43_2_PD",239921.1376,"PD"
"M64_1_PD",48621.11085,"PD"
"M64_2_PD",44639.33811,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",656.2517982,"PD"
"M43_2_PD",4436.278612,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",1295.077865,"PD"
"M1_1_MSS",327882.6947,"MSS"
"M1_2_MSS",274681.0668,"MSS"
"M5_1_MSS",223793.9688,"MSS"
"M5_2_MSS",301301.175,"MSS"
"T49_1_MSS",239824.5041,"MSS"
"T49_2_MSS",308868.3586,"MSS"
"M42_1_PD",383467.2766,"PD"
"M42_2_PD",432705.3449,"PD"
"M43_1_PD",515911.0331,"PD"
"M43_2_PD",476873.1647,"PD"
"M64_1_PD",376606.0873,"PD"
"M64_2_PD",283446.5806,"PD"
"M1_1_MSS",3850.769021,"MSS"
"M1_2_MSS",3203.998499,"MSS"
"M5_1_MSS",32.35286912,"MSS"
"M5_2_MSS",2484.731197,"MSS"
"T49_1_MSS",62629.11625,"MSS"
"T49_2_MSS",45820.42662,"MSS"
"M42_1_PD",55449.6876,"PD"
"M42_2_PD",47447.44609,"PD"
"M43_1_PD",23740.92129,"PD"
"M43_2_PD",43296.75997,"PD"
"M64_1_PD",71030.77504,"PD"
"M64_2_PD",40948.13657,"PD"
"M1_1_MSS",1767.425163,"MSS"
"M1_2_MSS",8067.627757,"MSS"
"M5_1_MSS",1062.347337,"MSS"
"M5_2_MSS",10893.36011,"MSS"
"T49_1_MSS",12510.71687,"MSS"
"T49_2_MSS",13671.85057,"MSS"
"M42_1_PD",6072.567316,"PD"
"M42_2_PD",7009.579119,"PD"
"M43_1_PD",147543.934,"PD"
"M43_2_PD",173807.6304,"PD"
"M64_1_PD",18807.63126,"PD"
"M64_2_PD",9400.468515,"PD"
"M1_1_MSS",91605.65246,"MSS"
"M1_2_MSS",54617.51544,"MSS"
"M5_1_MSS",51059.30256,"MSS"
"M5_2_MSS",47549.96971,"MSS"
"T49_1_MSS",46863.06195,"MSS"
"T49_2_MSS",10609.29296,"MSS"
"M42_1_PD",3112.481703,"PD"
"M42_2_PD",6152.35002,"PD"
"M43_1_PD",160151.3611,"PD"
"M43_2_PD",132572.72,"PD"
"M64_1_PD",82847.51296,"PD"
"M64_2_PD",81222.78087,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",748.7849288,"PD"
"M43_2_PD",0,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",20453.71455,"MSS"
"M1_2_MSS",8977.830582,"MSS"
"M5_1_MSS",13614.64563,"MSS"
"M5_2_MSS",34295.99399,"MSS"
"T49_1_MSS",19932.13242,"MSS"
"T49_2_MSS",24309.37541,"MSS"
"M42_1_PD",5125.907892,"PD"
"M42_2_PD",7042.808958,"PD"
"M43_1_PD",14569.14362,"PD"
"M43_2_PD",19478.30105,"PD"
"M64_1_PD",34071.29477,"PD"
"M64_2_PD",24250.22868,"PD"
"M1_1_MSS",166936.4075,"MSS"
"M1_2_MSS",133365.2719,"MSS"
"M5_1_MSS",33402.3433,"MSS"
"M5_2_MSS",47048.40311,"MSS"
"T49_1_MSS",16543.32232,"MSS"
"T49_2_MSS",12307.09427,"MSS"
"M42_1_PD",24286.70883,"PD"
"M42_2_PD",27454.84309,"PD"
"M43_1_PD",60455.44964,"PD"
"M43_2_PD",71655.57661,"PD"
"M64_1_PD",16826.98758,"PD"
"M64_2_PD",4385.853924,"PD"
"M1_1_MSS",2503521.109,"MSS"
"M1_2_MSS",2691834.247,"MSS"
"M5_1_MSS",1030829.694,"MSS"
"M5_2_MSS",1324129.743,"MSS"
"T49_1_MSS",1954266.045,"MSS"
"T49_2_MSS",1557355.617,"MSS"
"M42_1_PD",1040336.967,"PD"
"M42_2_PD",947282.4046,"PD"
"M43_1_PD",1125462.773,"PD"
"M43_2_PD",1526164.142,"PD"
"M64_1_PD",1832173.723,"PD"
"M64_2_PD",1623955.755,"PD"
"M1_1_MSS",6314.545176,"MSS"
"M1_2_MSS",4843.268098,"MSS"
"M5_1_MSS",5300.606219,"MSS"
"M5_2_MSS",2574.843586,"MSS"
"T49_1_MSS",21439.23661,"MSS"
"T49_2_MSS",26884.47323,"MSS"
"M42_1_PD",18729.14713,"PD"
"M42_2_PD",18589.99226,"PD"
"M43_1_PD",89035.52114,"PD"
"M43_2_PD",112665.1423,"PD"
"M64_1_PD",12906.14243,"PD"
"M64_2_PD",10478.48427,"PD"
"M1_1_MSS",17687.87927,"MSS"
"M1_2_MSS",23550.71514,"MSS"
"M5_1_MSS",40795.86503,"MSS"
"M5_2_MSS",55470.8688,"MSS"
"T49_1_MSS",100945.8388,"MSS"
"T49_2_MSS",98482.70566,"MSS"
"M42_1_PD",245423.5537,"PD"
"M42_2_PD",202770.1442,"PD"
"M43_1_PD",122005.9615,"PD"
"M43_2_PD",130002.002,"PD"
"M64_1_PD",130161.004,"PD"
"M64_2_PD",112801.7929,"PD"
"M1_1_MSS",5650.709238,"MSS"
"M1_2_MSS",6035.763095,"MSS"
"M5_1_MSS",6368.105427,"MSS"
"M5_2_MSS",6728.356961,"MSS"
"T49_1_MSS",2763.656962,"MSS"
"T49_2_MSS",2618.978419,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",2387.02401,"PD"
"M43_1_PD",246703.6697,"PD"
"M43_2_PD",217974.6055,"PD"
"M64_1_PD",6087.043393,"PD"
"M64_2_PD",3024.271218,"PD"
"M1_1_MSS",305612.3274,"MSS"
"M1_2_MSS",321660.4238,"MSS"
"M5_1_MSS",407771.2201,"MSS"
"M5_2_MSS",863435.4162,"MSS"
"T49_1_MSS",606114.9723,"MSS"
"T49_2_MSS",592631.7411,"MSS"
"M42_1_PD",506332.6701,"PD"
"M42_2_PD",483504.878,"PD"
"M43_1_PD",186760.36,"PD"
"M43_2_PD",189852.4745,"PD"
"M64_1_PD",347554.6274,"PD"
"M64_2_PD",455477.898,"PD"
"M1_1_MSS",98932.81303,"MSS"
"M1_2_MSS",193614.1446,"MSS"
"M5_1_MSS",127374.702,"MSS"
"M5_2_MSS",100949.0625,"MSS"
"T49_1_MSS",178485.5486,"MSS"
"T49_2_MSS",201963.4703,"MSS"
"M42_1_PD",134531.1255,"PD"
"M42_2_PD",194765.4514,"PD"
"M43_1_PD",184797.2138,"PD"
"M43_2_PD",159128.4634,"PD"
"M64_1_PD",106201.3597,"PD"
"M64_2_PD",114052.4269,"PD"
"M1_1_MSS",91954.32232,"MSS"
"M1_2_MSS",113589.5968,"MSS"
"M5_1_MSS",70069.56737,"MSS"
"M5_2_MSS",72691.79395,"MSS"
"T49_1_MSS",11162.78982,"MSS"
"T49_2_MSS",10362.33426,"MSS"
"M42_1_PD",7016.824335,"PD"
"M42_2_PD",3703.706065,"PD"
"M43_1_PD",196876.4642,"PD"
"M43_2_PD",177731.3021,"PD"
"M64_1_PD",42683.53698,"PD"
"M64_2_PD",57252.84876,"PD"
"M1_1_MSS",15554.17019,"MSS"
"M1_2_MSS",18099.43853,"MSS"
